,date,symbol,prev,open,high,low,last,close,avg,changed,p_change,volume,qpt,delivery,p_delivery,QPT_RATIO_20,DEL_RATIO_20,DEL_P_RATIO_20,VOL_RATIO_20
1486,2022-11-14 18:30:00+00:00,sbicard,809.1500,811.0,816.5,807.2,812.0000,811.0,811.2900,1.8500,0.2281,1307752.0000,49.0530,961468.0000,73.5200,,,,
1560,2022-11-15 18:30:00+00:00,sbicard,811.0000,812.8,816.25,807.25,811.3500,811.05,811.4600,0.0500,0.0062,1087186.0000,28.8968,773001.0000,71.1000,,,,
1886,2022-11-16 18:30:00+00:00,sbicard,811.0500,811.0,811.0,794.0,796.1000,797.35,802.2800,-13.7000,-1.7182,1558934.0000,34.2472,1159777.0000,74.4000,,,,
2064,2022-11-17 18:30:00+00:00,sbicard,797.3500,800.5,800.5,786.0,794.4500,793.2,791.2600,-4.1500,-0.5232,1260838.0000,23.8371,707528.0000,56.1200,,,,
2085,2022-11-20 18:30:00+00:00,sbicard,793.2000,790.0,798.7,781.25,796.0000,793.95,792.2000,0.7500,0.0945,682711.0000,24.4673,293298.0000,42.9600,,,,
2335,2022-11-21 18:30:00+00:00,sbicard,793.9500,796.5,809.2,795.85,799.0000,799.05,801.3500,5.1000,0.6383,680334.0000,24.4936,302473.0000,44.4600,,,,
2497,2022-11-22 18:30:00+00:00,sbicard,799.0500,803.05,804.1,792.4,798.5000,798.75,798.6200,-0.3000,-0.0376,818511.0000,31.1564,495488.0000,60.5400,,,,
2816,2022-11-23 18:30:00+00:00,sbicard,798.7500,791.0,802.05,789.0,802.0000,799.45,796.2200,0.7000,0.0876,1693339.0000,27.5107,1181056.0000,69.7500,,,,
2845,2022-11-24 18:30:00+00:00,sbicard,799.4500,803.0,809.45,799.4,805.6000,806.85,805.4500,7.4000,0.9171,1171797.0000,38.0293,761926.0000,65.0200,,,,
3131,2022-11-27 18:30:00+00:00,sbicard,806.8500,812.0,817.95,804.9,812.1000,812.7,812.1900,5.8500,0.7198,2015590.0000,45.2413,1090338.0000,54.1000,,,,
3214,2022-11-28 18:30:00+00:00,sbicard,812.7000,813.0,823.9,812.0,818.0000,817.3,819.1000,4.6000,0.5628,970373.0000,35.7913,510977.0000,52.6600,,,,
3481,2022-11-29 18:30:00+00:00,sbicard,817.3000,822.6,827.25,815.3,824.0000,824.25,821.9800,6.9500,0.8432,2335132.0000,70.9680,1599102.0000,68.4800,,,,
3741,2022-11-30 18:30:00+00:00,sbicard,824.2500,827.0,835.65,822.55,831.9500,834.45,830.9000,10.2000,1.2224,1835114.0000,59.4908,1497075.0000,81.5800,1.65,1.58,1.27,1.28
3898,2022-12-01 18:30:00+00:00,sbicard,834.4500,834.45,839.75,823.4,837.5000,838.35,832.2300,3.9000,0.4652,1007514.0000,26.3395,452775.0000,44.9400,0.74,0.49,0.71,0.71
4053,2022-12-04 18:30:00+00:00,sbicard,838.3500,838.95,842.0,828.3,829.5000,831.15,833.0300,-7.2000,-0.8663,1670685.0000,39.9093,1226322.0000,73.4000,1.11,1.31,1.15,1.18
4338,2022-12-05 18:30:00+00:00,sbicard,831.1500,831.0,831.0,813.95,817.9000,817.6,821.0600,-13.5500,-1.6573,1223944.0000,21.3539,751446.0000,61.4000,0.6,0.83,0.97,0.89
4425,2022-12-06 18:30:00+00:00,sbicard,817.6000,820.0,822.6,810.15,811.9000,811.45,814.5800,-6.1500,-0.7579,609571.0000,23.6277,270462.0000,44.3700,0.68,0.33,0.72,0.47
4569,2022-12-07 18:30:00+00:00,sbicard,811.4500,812.0,818.0,809.45,814.0000,814.55,813.3100,3.1000,0.3806,665441.0000,28.4863,337379.0000,50.7000,0.82,0.42,0.83,0.53
4729,2022-12-08 18:30:00+00:00,sbicard,814.5500,815.15,818.0,796.2,801.4000,801.4,805.6100,-13.1500,-1.6409,1277512.0000,24.8302,736249.0000,57.6300,0.73,0.92,0.94,1.02
5021,2022-12-11 18:30:00+00:00,sbicard,801.4000,802.5,806.85,792.0,804.9500,803.75,800.3600,2.3500,0.2924,1674576.0000,39.0672,1069452.0000,63.8600,1.12,1.32,1.05,1.31
54,2022-11-02 18:30:00+00:00,sbilife,1272.6500,1263.0,1281.0,1263.0,1275.0000,1276.05,1273.6900,3.4000,0.2664,431610.0000,16.3217,253388.0000,58.7100,,,,
349,2022-11-03 18:30:00+00:00,sbilife,1276.0500,1280.0,1281.85,1259.5,1263.4000,1265.6,1266.0500,-10.4500,-0.8257,336277.0000,11.4959,211770.0000,62.9700,,,,
555,2022-11-06 18:30:00+00:00,sbilife,1265.6000,1271.95,1282.0,1265.4,1279.3000,1278.65,1272.6500,13.0500,1.0206,474230.0000,13.9701,324219.0000,68.3700,,,,
737,2022-11-08 18:30:00+00:00,sbilife,1278.6500,1290.0,1290.0,1256.05,1263.0000,1263.8,1268.5000,-14.8500,-1.1750,992095.0000,17.0745,780250.0000,78.6500,,,,
877,2022-11-09 18:30:00+00:00,sbilife,1263.8000,1268.1,1268.1,1225.95,1240.4000,1238.35,1237.5500,-25.4500,-2.0552,497796.0000,8.7252,264329.0000,53.1000,,,,
1049,2022-11-10 18:30:00+00:00,sbilife,1238.3500,1251.0,1273.2,1238.35,1253.1000,1250.25,1251.7600,11.9000,0.9518,1136441.0000,16.1138,739630.0000,65.0800,,,,
1181,2022-11-13 18:30:00+00:00,sbilife,1250.2500,1251.0,1259.9,1239.95,1243.0500,1248.6,1249.0600,-1.6500,-0.1321,772676.0000,23.4002,564878.0000,73.1100,,,,
1474,2022-11-14 18:30:00+00:00,sbilife,1248.6000,1248.6,1262.0,1238.5,1262.0000,1259.3,1250.4800,10.7000,0.8497,775345.0000,15.4467,599872.0000,77.3700,,,,
1578,2022-11-15 18:30:00+00:00,sbilife,1259.3000,1260.0,1265.55,1246.3,1255.8500,1254.9,1251.9900,-4.4000,-0.3506,1280120.0000,17.7172,1039969.0000,81.2400,,,,
1775,2022-11-16 18:30:00+00:00,sbilife,1254.9000,1255.5,1261.15,1244.0,1257.0000,1254.35,1253.1500,-0.5500,-0.0438,796479.0000,16.2245,563837.0000,70.7900,,,,
2073,2022-11-17 18:30:00+00:00,sbilife,1254.3500,1254.35,1261.0,1237.65,1243.2500,1242.75,1245.7400,-11.6000,-0.9334,1253218.0000,35.1830,883550.0000,70.5000,,,,
2083,2022-11-20 18:30:00+00:00,sbilife,1242.7500,1230.1,1248.9,1205.5,1227.5000,1226.6,1218.8500,-16.1500,-1.3166,1040107.0000,26.9870,545175.0000,52.4200,,,,
2297,2022-11-21 18:30:00+00:00,sbilife,1226.6000,1232.7,1235.95,1219.65,1232.0000,1229.05,1229.0200,2.4500,0.1993,750489.0000,23.6099,519762.0000,69.2600,,,,
2467,2022-11-22 18:30:00+00:00,sbilife,1229.0500,1234.95,1235.0,1217.15,1230.0000,1226.3,1226.4800,-2.7500,-0.2243,880563.0000,24.5009,657606.0000,74.6800,,,,
2674,2022-11-23 18:30:00+00:00,sbilife,1226.3000,1230.0,1245.35,1220.25,1244.6000,1240.65,1235.8900,14.3500,1.1567,1717980.0000,50.3364,1211115.0000,70.5000,,,,
2852,2022-11-24 18:30:00+00:00,sbilife,1240.6500,1248.2,1254.95,1229.1,1237.0000,1235.25,1236.2400,-5.4000,-0.4372,1429364.0000,22.7987,1024226.0000,71.6600,,,,
3161,2022-11-27 18:30:00+00:00,sbilife,1235.2500,1230.0,1269.5,1227.0,1258.0000,1253.5,1253.5400,18.2500,1.4559,1073327.0000,23.9182,525376.0000,48.9500,,,,
3312,2022-11-28 18:30:00+00:00,sbilife,1253.5000,1253.5,1273.3,1247.95,1256.5000,1258.4,1261.9500,4.9000,0.3894,1070183.0000,16.7562,638199.0000,59.6300,,,,
3469,2022-11-29 18:30:00+00:00,sbilife,1258.4000,1258.35,1289.7,1252.75,1289.0500,1282.9,1275.9500,24.5000,1.9097,1401332.0000,29.8499,891664.0000,63.6300,,,,
3607,2022-11-30 18:30:00+00:00,sbilife,1282.9000,1290.0,1298.15,1276.2,1294.3000,1290.75,1286.2300,7.8500,0.6082,949604.0000,19.6268,588366.0000,61.9600,0.91,0.92,0.93,1.0
3803,2022-12-01 18:30:00+00:00,sbilife,1290.7500,1292.0,1299.95,1265.0,1295.0000,1295.15,1283.2000,4.4000,0.3397,1614314.0000,18.5643,1031323.0000,63.8900,0.86,1.52,0.96,1.6
4148,2022-12-04 18:30:00+00:00,sbilife,1295.1500,1298.1,1298.1,1273.65,1283.8500,1284.55,1282.4700,-10.6000,-0.8252,684421.0000,24.4681,351547.0000,51.3600,1.1,0.51,0.77,0.66
4231,2022-12-05 18:30:00+00:00,sbilife,1284.5500,1286.0,1313.5,1281.55,1282.5500,1285.1,1294.8200,0.5500,0.0428,1991151.0000,25.7062,823409.0000,41.3500,1.12,1.16,0.64,1.8
4488,2022-12-06 18:30:00+00:00,sbilife,1285.1000,1285.9,1296.6,1259.0,1259.0000,1262.05,1276.0000,-23.0500,-1.8264,636553.0000,19.2714,357505.0000,56.1600,0.84,0.52,0.88,0.59
4566,2022-12-07 18:30:00+00:00,sbilife,1262.0500,1242.0,1268.75,1242.0,1268.0000,1266.85,1256.8300,4.8000,0.3789,608199.0000,20.3943,198344.0000,32.6100,0.87,0.29,0.52,0.56
4838,2022-12-08 18:30:00+00:00,sbilife,1266.8500,1277.0,1277.0,1257.05,1268.6500,1269.65,1266.3900,2.8000,0.2205,679420.0000,13.9451,426505.0000,62.7700,0.6,0.63,1.0,0.63
5068,2022-12-11 18:30:00+00:00,sbilife,1269.6500,1268.95,1273.0,1253.05,1260.0000,1263.2,1265.6100,-6.4500,-0.5106,498780.0000,9.5138,327006.0000,65.5600,0.42,0.5,1.05,0.47
1,2022-11-02 18:30:00+00:00,sbin,573.8500,569.0,587.95,568.0,584.1500,584.9,581.5800,11.0500,1.8892,17557998.0000,71.7165,5121059.0000,29.1700,,,,
257,2022-11-03 18:30:00+00:00,sbin,584.9000,586.0,596.95,580.4,595.7000,593.95,587.6400,9.0500,1.5237,25759031.0000,85.1662,10018968.0000,38.8900,,,,
390,2022-11-06 18:30:00+00:00,sbin,593.9500,613.0,622.7,607.7,613.8000,614.15,615.5600,20.2000,3.2891,44265903.0000,94.1503,16413804.0000,37.0800,,,,
582,2022-11-08 18:30:00+00:00,sbin,614.1500,621.0,621.0,610.55,614.6000,615.55,615.0800,1.4000,0.2274,18939854.0000,62.6467,9373877.0000,49.4900,,,,
937,2022-11-09 18:30:00+00:00,sbin,615.5500,613.1,615.1,602.2,605.0500,605.75,607.2300,-9.8000,-1.6178,11618405.0000,49.9289,4437252.0000,38.1900,,,,
1080,2022-11-10 18:30:00+00:00,sbin,605.7500,617.25,619.55,598.5,600.0000,601.3,605.2800,-4.4500,-0.7401,15525267.0000,70.3676,5651310.0000,36.4000,,,,
1312,2022-11-13 18:30:00+00:00,sbin,601.3000,603.95,603.95,591.65,592.5000,592.55,596.0800,-8.7500,-1.4767,12957268.0000,56.9763,6081635.0000,46.9400,,,,
1391,2022-11-14 18:30:00+00:00,sbin,592.5500,594.3,602.1,592.65,601.5000,600.85,597.7000,8.3000,1.3814,10286417.0000,66.8770,3348965.0000,32.5600,,,,
1640,2022-11-15 18:30:00+00:00,sbin,600.8500,599.95,603.5,596.0,599.0000,599.75,600.5200,-1.1000,-0.1834,11555749.0000,68.4538,4656034.0000,40.2900,,,,
1726,2022-11-16 18:30:00+00:00,sbin,599.7500,599.1,602.75,596.15,598.4500,599.05,599.4100,-0.7000,-0.1169,8167131.0000,71.1274,2948861.0000,36.1100,,,,
1950,2022-11-17 18:30:00+00:00,sbin,599.0500,601.0,605.75,597.15,602.0500,602.7,601.1200,3.6500,0.6056,12933675.0000,82.9427,5077955.0000,39.2600,,,,
2202,2022-11-20 18:30:00+00:00,sbin,602.7000,602.1,602.1,595.35,598.0000,598.1,598.3900,-4.6000,-0.7691,7412419.0000,54.5572,2865902.0000,38.6600,,,,
2440,2022-11-21 18:30:00+00:00,sbin,598.1000,598.15,600.7,596.15,599.0000,599.1,598.5600,1.0000,0.1669,8048595.0000,63.8635,3902083.0000,48.4800,,,,
2524,2022-11-22 18:30:00+00:00,sbin,599.1000,601.55,609.6,601.0,607.1000,607.65,606.5000,8.5500,1.4071,12435924.0000,72.3452,5217318.0000,41.9500,,,,
2719,2022-11-23 18:30:00+00:00,sbin,607.6500,609.75,611.3,605.8,609.6000,609.35,608.7500,1.7000,0.2790,8960032.0000,69.8752,3420469.0000,38.1700,,,,
2961,2022-11-24 18:30:00+00:00,sbin,609.3500,610.55,613.7,606.25,607.2000,607.4,609.3000,-1.9500,-0.3210,9994513.0000,73.2956,4441339.0000,44.4400,,,,
3050,2022-11-27 18:30:00+00:00,sbin,607.4000,605.6,610.9,602.35,608.0000,608.6,606.0100,1.2000,0.1972,7934274.0000,65.1146,3625579.0000,45.7000,,,,
3376,2022-11-28 18:30:00+00:00,sbin,608.6000,607.1,611.8,607.1,608.1000,608.55,609.3200,-0.0500,-0.0082,6942919.0000,57.0331,3138453.0000,45.2000,,,,
3419,2022-11-29 18:30:00+00:00,sbin,608.5500,608.5,611.4,598.4,602.9500,602.45,603.0900,-6.1000,-1.0125,15606230.0000,89.5048,8449322.0000,54.1400,,,,
3714,2022-11-30 18:30:00+00:00,sbin,602.4500,607.85,609.8,601.55,608.0000,608.1,605.6800,5.6500,0.9291,14209313.0000,82.6104,6862086.0000,48.2900,1.17,1.19,1.16,1.01
3956,2022-12-01 18:30:00+00:00,sbin,608.1000,607.5,609.6,604.25,607.6000,607.55,607.2900,-0.5500,-0.0905,7533838.0000,52.7207,3982578.0000,52.8600,0.76,0.7,1.24,0.56
4108,2022-12-04 18:30:00+00:00,sbin,607.5500,608.5,618.0,607.55,616.7000,617.3,614.0500,9.7500,1.5795,11585602.0000,54.9789,5730406.0000,49.4600,0.81,1.05,1.15,0.9
4208,2022-12-05 18:30:00+00:00,sbin,617.3000,614.75,619.8,607.8,609.3000,608.95,613.2900,-8.3500,-1.3712,12996244.0000,68.1506,7387969.0000,56.8500,1.02,1.47,1.29,1.15
4356,2022-12-06 18:30:00+00:00,sbin,608.9500,610.85,612.9,604.5,606.9500,607.05,607.9600,-1.9000,-0.3130,7613892.0000,67.1324,3419765.0000,44.9100,1.0,0.72,1.02,0.71
4681,2022-12-07 18:30:00+00:00,sbin,607.0500,609.75,613.8,607.15,612.2500,611.65,611.1400,4.6000,0.7521,10020015.0000,68.5003,4572184.0000,45.6300,1.01,0.96,1.03,0.94
4889,2022-12-08 18:30:00+00:00,sbin,611.6500,614.4,618.0,609.1,617.0000,616.5,613.8400,4.8500,0.7867,11202267.0000,65.8992,5448182.0000,48.6300,0.97,1.15,1.08,1.08
4990,2022-12-11 18:30:00+00:00,sbin,616.5000,614.8,618.7,611.0,612.3500,613.05,613.7400,-3.4500,-0.5628,9285187.0000,68.2960,3783456.0000,40.7500,1.0,0.82,0.91,0.91
81,2022-11-02 18:30:00+00:00,shreecem,22327.2000,22330.0,23037.2,22230.55,22723.2500,22815.3,22792.4600,488.1000,2.1394,129148.0000,3.5103,49885.0000,38.6300,,,,
222,2022-11-03 18:30:00+00:00,shreecem,22815.3000,22721.0,22999.0,22638.8,22838.4500,22963.6,22845.8100,148.3000,0.6458,49873.0000,2.8406,14261.0000,28.5900,,,,
407,2022-11-06 18:30:00+00:00,shreecem,22963.6000,22970.0,23495.0,22935.2,23250.0000,23406.1,23241.5800,442.5000,1.8905,49932.0000,3.3667,15695.0000,31.4300,,,,
608,2022-11-08 18:30:00+00:00,shreecem,23406.1000,23500.0,23676.9,22935.35,22990.0000,23081.7,23352.1700,-324.4000,-1.4054,57776.0000,3.0594,20553.0000,35.5700,,,,
861,2022-11-09 18:30:00+00:00,shreecem,23081.7000,23000.0,23072.9,22303.0,22424.7500,22399.55,22573.7900,-682.1500,-3.0454,34107.0000,2.7050,8989.0000,26.3600,,,,
992,2022-11-10 18:30:00+00:00,shreecem,22399.5500,22530.0,23092.25,22530.0,22757.2500,22864.0,22867.4800,464.4500,2.0314,45310.0000,3.0152,9990.0000,22.0500,,,,
1146,2022-11-13 18:30:00+00:00,shreecem,22864.0000,22864.0,23200.0,22800.0,22992.4000,23023.95,23026.3700,159.9500,0.6947,27815.0000,2.7523,5406.0000,19.4400,,,,
1499,2022-11-14 18:30:00+00:00,shreecem,23023.9500,23130.0,23289.9,22991.0,23250.0000,23203.5,23165.3700,179.5500,0.7738,38556.0000,3.6196,11393.0000,29.5500,,,,
1683,2022-11-15 18:30:00+00:00,shreecem,23203.5000,23140.0,23391.95,23080.85,23180.0000,23253.75,23249.5500,50.2500,0.2161,31180.0000,2.7917,10320.0000,33.1000,,,,
1772,2022-11-16 18:30:00+00:00,shreecem,23253.7500,23215.0,23325.0,23087.75,23149.9500,23239.7,23223.0700,-14.0500,-0.0605,29926.0000,3.4350,10409.0000,34.7800,,,,
1905,2022-11-17 18:30:00+00:00,shreecem,23239.7000,23350.0,23350.0,22810.0,23165.0000,23148.0,23031.4800,-91.7000,-0.3961,39104.0000,3.0854,12036.0000,30.7800,,,,
2088,2022-11-20 18:30:00+00:00,shreecem,23148.0000,23050.0,23286.1,23018.0,23158.0000,23223.5,23168.6000,75.5000,0.3251,21914.0000,2.6839,6349.0000,28.9700,,,,
2415,2022-11-21 18:30:00+00:00,shreecem,23223.5000,23223.5,23387.95,23152.0,23210.0000,23264.65,23251.0600,41.1500,0.1769,26184.0000,3.1354,8116.0000,31.0000,,,,
2462,2022-11-22 18:30:00+00:00,shreecem,23264.6500,23370.0,23370.0,23160.2,23275.0000,23288.1,23270.2700,23.4500,0.1007,23001.0000,3.6291,4409.0000,19.1700,,,,
2667,2022-11-23 18:30:00+00:00,shreecem,23288.1000,23359.95,23363.0,23036.0,23250.0000,23198.95,23176.5900,-89.1500,-0.3843,33304.0000,2.9018,12657.0000,38.0000,,,,
2846,2022-11-24 18:30:00+00:00,shreecem,23198.9500,23304.0,23304.0,22900.0,23250.0000,23204.35,23068.0900,5.4000,0.0233,44115.0000,3.3292,18225.0000,41.3100,,,,
3160,2022-11-27 18:30:00+00:00,shreecem,23204.3500,23120.2,23460.0,23120.2,23460.0000,23426.1,23351.9900,221.7500,0.9466,22672.0000,3.8696,8567.0000,37.7900,,,,
3328,2022-11-28 18:30:00+00:00,shreecem,23426.1000,23450.0,23525.0,23137.75,23230.0000,23218.35,23309.2700,-207.7500,-0.8948,31156.0000,2.9323,10155.0000,32.5900,,,,
3467,2022-11-29 18:30:00+00:00,shreecem,23218.3500,23299.95,24017.0,23217.5,23751.0000,23879.75,23678.0000,661.4000,2.7697,46520.0000,3.7009,26612.0000,57.2100,,,,
3763,2022-11-30 18:30:00+00:00,shreecem,23879.7500,23900.0,24100.0,23670.0,24000.0000,24007.5,23959.1500,127.7500,0.5321,37020.0000,3.4712,13314.0000,35.9600,1.09,0.96,1.1,0.9
3818,2022-12-01 18:30:00+00:00,shreecem,24007.5000,24000.0,24162.0,23510.0,24050.0000,24094.85,24014.6700,87.3500,0.3625,28427.0000,3.5507,9351.0000,32.8900,1.11,0.79,1.02,0.79
3979,2022-12-04 18:30:00+00:00,shreecem,24094.8500,24090.0,24110.0,23688.85,23720.0000,23755.6,23821.0400,-339.2500,-1.4281,23170.0000,2.7570,7639.0000,32.9700,0.86,0.66,1.01,0.67
4256,2022-12-05 18:30:00+00:00,shreecem,23755.6000,23720.0,24071.95,23550.0,24000.0000,24009.7,23905.4400,254.1000,1.0583,29434.0000,3.2972,10319.0000,35.0600,1.03,0.92,1.07,0.88
4520,2022-12-06 18:30:00+00:00,shreecem,24009.7000,23970.0,24439.1,23828.2,24231.0000,24256.3,24222.5100,246.6000,1.0166,44520.0000,3.1225,16279.0000,36.5700,0.98,1.48,1.12,1.35
4581,2022-12-07 18:30:00+00:00,shreecem,24256.3000,24260.0,24544.95,24230.9,24478.0000,24484.0,24440.2000,227.7000,0.9300,21481.0000,3.2009,5012.0000,23.3300,1.0,0.46,0.72,0.67
4801,2022-12-08 18:30:00+00:00,shreecem,24484.0000,24484.0,24612.9,24206.1,24410.0000,24441.55,24463.5600,-42.4500,-0.1737,22709.0000,2.8954,4659.0000,20.5200,0.9,0.44,0.63,0.73
5063,2022-12-11 18:30:00+00:00,shreecem,24441.5500,24370.05,24575.0,24200.0,24250.0000,24278.45,24304.9000,-163.1000,-0.6718,26967.0000,2.3495,11533.0000,42.7700,0.74,1.06,1.27,0.87
126,2022-11-02 18:30:00+00:00,siemens,2908.8000,2900.0,2933.5,2884.8,2891.0000,2891.55,2896.6600,-17.2500,-0.5966,164558.0000,12.9126,90948.0000,55.2700,,,,
192,2022-11-03 18:30:00+00:00,siemens,2891.5500,2904.9,2986.4,2891.55,2980.0000,2973.2,2961.5700,81.6500,2.7462,379518.0000,14.7621,182970.0000,48.2100,,,,
472,2022-11-06 18:30:00+00:00,siemens,2973.2000,2988.1,3013.4,2921.3,2943.0000,2935.4,2943.7800,-37.8000,-1.2877,268429.0000,11.3328,149306.0000,55.6200,,,,
630,2022-11-08 18:30:00+00:00,siemens,2935.4000,2958.5,2960.0,2903.65,2914.3500,2916.4,2927.1500,-19.0000,-0.6515,155521.0000,11.3577,80906.0000,52.0200,,,,
815,2022-11-09 18:30:00+00:00,siemens,2916.4000,2916.2,2942.0,2886.9,2926.9000,2918.8,2920.0800,2.4000,0.0822,190878.0000,10.8300,81312.0000,42.6000,,,,
1062,2022-11-10 18:30:00+00:00,siemens,2918.8000,2933.4,2967.95,2907.7,2925.0000,2917.2,2935.7400,-1.6000,-0.0548,298034.0000,12.7414,181467.0000,60.8900,,,,
1152,2022-11-13 18:30:00+00:00,siemens,2917.2000,2922.95,2941.95,2894.0,2905.4500,2904.3,2914.5300,-12.9000,-0.4442,139337.0000,12.0659,76293.0000,54.7500,,,,
1507,2022-11-14 18:30:00+00:00,siemens,2904.3000,2917.0,2917.95,2844.5,2850.0000,2849.8,2859.1800,-54.5000,-1.9124,261616.0000,16.9364,178015.0000,68.0400,,,,
1662,2022-11-15 18:30:00+00:00,siemens,2849.8000,2858.0,2908.95,2831.15,2874.9500,2880.1,2878.2100,30.3000,1.0520,436525.0000,18.0958,253626.0000,58.1000,,,,
1816,2022-11-16 18:30:00+00:00,siemens,2880.1000,2874.95,2905.0,2860.85,2867.0000,2869.9,2880.8700,-10.2000,-0.3554,269028.0000,15.4144,134119.0000,49.8500,,,,
1952,2022-11-17 18:30:00+00:00,siemens,2869.9000,2883.9,2902.0,2827.75,2836.0000,2838.3,2850.6300,-31.6000,-1.1133,223185.0000,14.2656,130608.0000,58.5200,,,,
2089,2022-11-20 18:30:00+00:00,siemens,2838.3000,2839.95,2845.0,2791.0,2829.0000,2811.55,2812.9100,-26.7500,-0.9514,498176.0000,25.0554,302441.0000,60.7100,,,,
2391,2022-11-21 18:30:00+00:00,siemens,2811.5500,2825.65,2838.3,2789.05,2800.0000,2803.5,2808.8800,-8.0500,-0.2871,345042.0000,15.9905,148743.0000,43.1100,,,,
2604,2022-11-22 18:30:00+00:00,siemens,2803.5000,2788.05,2798.5,2691.5,2764.6000,2769.75,2760.4900,-33.7500,-1.2185,1439718.0000,14.6488,521146.0000,36.2000,,,,
2825,2022-11-23 18:30:00+00:00,siemens,2769.7500,2791.1,2847.35,2780.2,2814.0000,2816.65,2810.9900,46.9000,1.6651,624298.0000,15.8871,387859.0000,62.1300,,,,
2879,2022-11-24 18:30:00+00:00,siemens,2816.6500,2816.65,2843.85,2750.0,2776.0000,2778.55,2780.5800,-38.1000,-1.3712,492784.0000,19.4423,249464.0000,50.6200,,,,
3177,2022-11-27 18:30:00+00:00,siemens,2778.5500,2780.0,2811.5,2755.15,2765.1000,2764.7,2777.3100,-13.8500,-0.5010,250002.0000,14.9050,126230.0000,50.4900,,,,
3284,2022-11-28 18:30:00+00:00,siemens,2764.7000,2771.95,2792.8,2751.4,2780.0000,2778.7,2771.5500,14.0000,0.5038,193531.0000,12.2071,106033.0000,54.7900,,,,
3544,2022-11-29 18:30:00+00:00,siemens,2778.7000,2784.35,2806.0,2765.8,2775.0000,2774.95,2778.1200,-3.7500,-0.1351,471797.0000,21.2425,322570.0000,68.3700,,,,
3640,2022-11-30 18:30:00+00:00,siemens,2774.9500,2788.0,2790.8,2744.4,2773.0000,2774.95,2767.0000,0.0000,0.0000,435756.0000,17.4820,251330.0000,57.6800,1.14,1.27,1.06,1.16
3824,2022-12-01 18:30:00+00:00,siemens,2774.9500,2776.0,2776.4,2725.85,2775.0000,2766.75,2751.2200,-8.2000,-0.2964,300778.0000,15.2324,149582.0000,49.7300,0.98,0.75,0.92,0.78
3984,2022-12-04 18:30:00+00:00,siemens,2766.7500,2777.0,2785.1,2741.0,2767.9000,2764.1,2757.8900,-2.6500,-0.0959,176076.0000,9.4802,101442.0000,57.6100,0.62,0.52,1.06,0.47
4305,2022-12-05 18:30:00+00:00,siemens,2764.1000,2765.9,2775.0,2750.0,2758.0000,2763.75,2763.6700,-0.3500,-0.0127,163353.0000,14.9673,95614.0000,58.5300,0.97,0.49,1.07,0.44
4513,2022-12-06 18:30:00+00:00,siemens,2763.7500,2822.05,2948.0,2822.05,2907.1000,2905.35,2913.0900,141.6000,4.8738,2850668.0000,24.0417,464816.0000,16.3100,1.5,2.18,0.31,5.67
4593,2022-12-07 18:30:00+00:00,siemens,2905.3500,2910.0,2958.0,2884.5,2950.0000,2945.85,2921.0000,40.5000,1.3748,563086.0000,15.2992,131073.0000,23.2800,0.94,0.61,0.45,1.08
4748,2022-12-08 18:30:00+00:00,siemens,2945.8500,2950.0,2995.0,2936.85,2969.9500,2967.0,2965.7500,21.1500,0.7128,711278.0000,12.6348,260111.0000,36.5700,0.78,1.18,0.72,1.31
5047,2022-12-11 18:30:00+00:00,siemens,2967.0000,2959.5,3054.95,2955.15,3036.0500,3038.35,3028.9900,71.3500,2.3483,889270.0000,18.1343,228961.0000,25.7500,1.09,1.01,0.52,1.53
145,2022-11-02 18:30:00+00:00,srf,2547.9000,2547.0,2587.95,2513.0,2547.0000,2554.1,2548.5800,6.2000,0.2427,1101948.0000,18.3030,355196.0000,32.2300,,,,
361,2022-11-03 18:30:00+00:00,srf,2554.1000,2540.0,2540.75,2442.0,2485.0000,2482.2,2473.9000,-71.9000,-2.8966,1557123.0000,15.4685,488164.0000,31.3500,,,,
558,2022-11-06 18:30:00+00:00,srf,2482.2000,2493.0,2506.55,2407.4,2428.0000,2425.9,2436.3600,-56.3000,-2.3208,857058.0000,12.9551,392802.0000,45.8300,,,,
704,2022-11-08 18:30:00+00:00,srf,2425.9000,2445.0,2445.0,2375.0,2388.0000,2391.15,2412.4800,-34.7500,-1.4533,751239.0000,11.8814,423134.0000,56.3200,,,,
795,2022-11-09 18:30:00+00:00,srf,2391.1500,2376.0,2378.65,2320.25,2345.0500,2338.45,2345.7700,-52.7000,-2.2536,673674.0000,10.1759,326233.0000,48.4300,,,,
1019,2022-11-10 18:30:00+00:00,srf,2338.4500,2370.0,2412.05,2361.0,2388.0000,2388.7,2388.4800,50.2500,2.1037,504629.0000,12.2605,198015.0000,39.2400,,,,
1230,2022-11-13 18:30:00+00:00,srf,2388.7000,2400.0,2405.0,2372.0,2378.0000,2378.25,2380.6000,-10.4500,-0.4394,572225.0000,11.3135,327947.0000,57.3100,,,,
1441,2022-11-14 18:30:00+00:00,srf,2378.2500,2394.45,2409.0,2345.8,2406.0000,2403.4,2376.4800,25.1500,1.0464,495265.0000,11.5746,207303.0000,41.8600,,,,
1581,2022-11-15 18:30:00+00:00,srf,2403.4000,2399.0,2399.0,2352.05,2370.0000,2369.45,2365.0700,-33.9500,-1.4328,674045.0000,12.5558,323859.0000,48.0500,,,,
