,date,symbol,prev,open,high,low,last,close,avg,changed,p_change,volume,qpt,delivery,p_delivery,QPT_RATIO_20,DEL_RATIO_20,DEL_P_RATIO_20,VOL_RATIO_20
2117,2022-11-20 18:30:00+00:00,eichermot,3390.2500,3390.45,3411.0,3365.0,3377.6000,3378.6,3386.8400,-11.6500,-0.3448,631291.0000,12.4961,319863.0000,50.6700,,,,
2421,2022-11-21 18:30:00+00:00,eichermot,3378.6000,3380.45,3407.95,3354.0,3378.0000,3375.05,3376.9400,-3.5500,-0.1052,461525.0000,10.1519,245798.0000,53.2600,,,,
2624,2022-11-22 18:30:00+00:00,eichermot,3375.0500,3391.95,3418.95,3375.0,3384.9500,3380.9,3389.3800,5.8500,0.1730,738556.0000,18.4653,506254.0000,68.5500,,,,
2723,2022-11-23 18:30:00+00:00,eichermot,3380.9000,3397.85,3402.9,3346.3,3384.3000,3377.35,3374.2700,-3.5500,-0.1051,407602.0000,11.6222,145095.0000,35.6000,,,,
2974,2022-11-24 18:30:00+00:00,eichermot,3377.3500,3394.25,3422.25,3350.0,3414.9500,3414.1,3385.5500,36.7500,1.0764,512690.0000,13.4727,218978.0000,42.7100,,,,
3071,2022-11-27 18:30:00+00:00,eichermot,3414.1000,3413.7,3449.5,3402.1,3440.0000,3441.4,3432.0700,27.3000,0.7933,435882.0000,13.9768,171515.0000,39.3500,,,,
3333,2022-11-28 18:30:00+00:00,eichermot,3441.4000,3450.4,3464.75,3405.0,3410.0000,3416.1,3439.5900,-25.3000,-0.7406,456872.0000,12.8288,243883.0000,53.3800,,,,
3410,2022-11-29 18:30:00+00:00,eichermot,3416.1000,3419.8,3504.5,3417.05,3489.6000,3484.5,3468.2400,68.4000,1.9630,1151772.0000,20.1782,665443.0000,57.7800,,,,
3600,2022-11-30 18:30:00+00:00,eichermot,3484.5000,3489.6,3500.0,3430.0,3439.0000,3437.45,3455.2900,-47.0500,-1.3687,518865.0000,13.4519,231268.0000,44.5700,0.98,0.74,1.02,0.71
3795,2022-12-01 18:30:00+00:00,eichermot,3437.4500,3435.0,3435.0,3325.0,3331.0000,3331.85,3346.9400,-105.6000,-3.1694,1453049.0000,13.4532,618298.0000,42.5500,0.98,1.9,0.98,1.9
4126,2022-12-04 18:30:00+00:00,eichermot,3331.8500,3328.1,3360.0,3326.1,3338.0000,3344.4,3343.1800,12.5500,0.3753,518257.0000,12.4605,211182.0000,40.7500,0.91,0.65,0.93,0.68
4282,2022-12-05 18:30:00+00:00,eichermot,3344.4000,3335.0,3338.0,3278.2,3299.7500,3299.7,3298.9100,-44.7000,-1.3547,944559.0000,13.3215,574999.0000,60.8700,0.98,1.67,1.35,1.21
4372,2022-12-06 18:30:00+00:00,eichermot,3299.7000,3299.75,3324.9,3254.0,3265.0000,3259.85,3273.0900,-39.8500,-1.2224,943407.0000,15.6424,610149.0000,64.6800,1.13,1.68,1.41,1.17
4544,2022-12-07 18:30:00+00:00,eichermot,3259.8500,3284.9,3330.0,3276.0,3329.0000,3322.3,3312.3900,62.4500,1.8797,862490.0000,16.8854,263045.0000,30.5000,1.2,0.71,0.66,1.04
4788,2022-12-08 18:30:00+00:00,eichermot,3322.3000,3335.0,3363.0,3326.15,3354.0000,3358.2,3348.1100,35.9000,1.0690,660249.0000,13.5564,314478.0000,47.6300,0.97,0.9,1.01,0.9
5090,2022-12-11 18:30:00+00:00,eichermot,3358.2000,3341.0,3352.95,3287.0,3320.0000,3320.45,3313.7600,-37.7500,-1.1369,541993.0000,13.3210,204129.0000,37.6600,0.95,0.59,0.8,0.74
133,2022-11-02 18:30:00+00:00,escorts,2006.9000,1991.0,2032.85,1991.0,2008.2000,2013.1,2012.2400,6.2000,0.3080,218981.0000,18.2484,63029.0000,28.7800,,,,
250,2022-11-03 18:30:00+00:00,escorts,2013.1000,2020.0,2021.95,1976.25,1987.0000,1990.5,1994.1100,-22.6000,-1.1354,559258.0000,18.6918,98537.0000,17.6200,,,,
502,2022-11-06 18:30:00+00:00,escorts,1990.5000,1960.0,1980.25,1926.0,1958.5000,1957.55,1950.8400,-32.9500,-1.6832,684515.0000,16.4345,167441.0000,24.4600,,,,
633,2022-11-08 18:30:00+00:00,escorts,1957.5500,1975.0,1995.0,1952.75,1988.8000,1987.5,1984.0000,29.9500,1.5069,638324.0000,20.2366,237547.0000,37.2100,,,,
811,2022-11-09 18:30:00+00:00,escorts,1987.5000,1989.0,2062.85,1988.0,2022.5500,2020.45,2016.7500,32.9500,1.6308,896932.0000,27.9924,291869.0000,32.5400,,,,
1054,2022-11-10 18:30:00+00:00,escorts,2020.4500,2035.0,2044.6,1972.3,1980.7000,1984.3,1991.4000,-36.1500,-1.8218,539869.0000,23.1366,239182.0000,44.3000,,,,
1277,2022-11-13 18:30:00+00:00,escorts,1984.3000,1984.3,2005.0,1952.75,1990.0000,1990.2,1979.0700,5.9000,0.2965,257247.0000,16.4902,50419.0000,19.6000,,,,
1505,2022-11-14 18:30:00+00:00,escorts,1990.2000,1991.0,2030.0,1976.85,2013.0000,2012.85,2013.8200,22.6500,1.1253,399947.0000,19.3025,112768.0000,28.2000,,,,
1629,2022-11-15 18:30:00+00:00,escorts,2012.8500,2022.0,2030.15,2001.9,2015.3500,2016.5,2016.4400,3.6500,0.1810,203976.0000,16.1220,51190.0000,25.1000,,,,
1817,2022-11-16 18:30:00+00:00,escorts,2016.5000,2010.0,2034.9,1998.25,2015.0000,2015.4,2017.7100,-1.1000,-0.0546,169505.0000,18.0114,31369.0000,18.5100,,,,
1972,2022-11-17 18:30:00+00:00,escorts,2015.4000,2010.0,2040.0,1966.5,2032.6000,2030.85,2006.7500,15.4500,0.7608,835240.0000,17.7851,238809.0000,28.5900,,,,
2090,2022-11-20 18:30:00+00:00,escorts,2030.8500,2023.0,2207.0,2011.25,2188.0000,2196.05,2153.3500,165.2000,7.5226,3604331.0000,26.5700,366792.0000,10.1800,,,,
2390,2022-11-21 18:30:00+00:00,escorts,2196.0500,2190.0,2236.0,2141.25,2219.0000,2212.3,2184.1900,16.2500,0.7345,1490549.0000,25.4243,227056.0000,15.2300,,,,
2603,2022-11-22 18:30:00+00:00,escorts,2212.3000,2210.25,2222.0,2176.0,2203.2000,2213.6,2205.3200,1.3000,0.0587,755982.0000,25.3430,142253.0000,18.8200,,,,
2664,2022-11-23 18:30:00+00:00,escorts,2213.6000,2198.0,2208.85,2158.0,2190.1000,2185.4,2180.1700,-28.2000,-1.2904,515752.0000,21.2918,68233.0000,13.2300,,,,
2860,2022-11-24 18:30:00+00:00,escorts,2185.4000,2190.0,2300.0,2186.0,2284.5500,2288.35,2270.5800,102.9500,4.4989,1674760.0000,27.6696,167480.0000,10.0000,,,,
3166,2022-11-27 18:30:00+00:00,escorts,2288.3500,2284.55,2303.9,2260.3,2265.0000,2268.75,2282.8800,-19.6000,-0.8639,311974.0000,18.8129,62048.0000,19.8900,,,,
3286,2022-11-28 18:30:00+00:00,escorts,2268.7500,2270.0,2284.0,2244.1,2262.0000,2262.25,2260.6700,-6.5000,-0.2873,252243.0000,18.1600,37147.0000,14.7300,,,,
3540,2022-11-29 18:30:00+00:00,escorts,2262.2500,2265.0,2290.0,2253.2,2289.9000,2286.5,2272.6700,24.2500,1.0606,222954.0000,19.8676,49776.0000,22.3300,,,,
3638,2022-11-30 18:30:00+00:00,escorts,2286.5000,2290.0,2358.35,2273.0,2338.5500,2346.6,2328.5300,60.1000,2.5612,883716.0000,20.3083,157359.0000,17.8100,0.98,1.1,0.8,1.17
3833,2022-12-01 18:30:00+00:00,escorts,2346.6000,2345.0,2345.0,2299.0,2314.5000,2323.8,2321.2100,-22.8000,-0.9812,231325.0000,16.7457,52663.0000,22.7700,0.81,0.37,1.03,0.31
4082,2022-12-04 18:30:00+00:00,escorts,2323.8000,2343.2,2347.0,2308.0,2320.0000,2322.5,2326.1100,-1.3000,-0.0560,337111.0000,22.3741,162408.0000,48.1800,1.07,1.11,2.04,0.45
4186,2022-12-05 18:30:00+00:00,escorts,2322.5000,2315.0,2337.1,2291.15,2300.0000,2298.0,2307.5300,-24.5000,-1.0661,284439.0000,21.5044,90784.0000,31.9200,1.02,0.64,1.33,0.39
4389,2022-12-06 18:30:00+00:00,escorts,2298.0000,2295.0,2303.75,2273.05,2290.0000,2287.2,2289.3800,-10.8000,-0.4722,192933.0000,14.0622,66518.0000,34.4800,0.67,0.5,1.45,0.27
4570,2022-12-07 18:30:00+00:00,escorts,2287.2000,2290.0,2316.95,2275.2,2288.3500,2289.45,2290.3200,2.2500,0.0983,179328.0000,19.0653,77493.0000,43.2100,0.93,0.63,1.77,0.27
4884,2022-12-08 18:30:00+00:00,escorts,2289.4500,2301.5,2344.9,2265.2,2291.0000,2286.15,2303.4000,-3.3000,-0.1443,420708.0000,19.9947,82849.0000,19.6900,0.99,0.72,0.85,0.64
5067,2022-12-11 18:30:00+00:00,escorts,2286.1500,2290.0,2295.6,2266.25,2278.9000,2274.45,2278.5500,-11.7000,-0.5144,166791.0000,18.1295,60431.0000,36.2300,0.89,0.52,1.51,0.25
47,2022-11-02 18:30:00+00:00,exideind,165.2500,164.05,166.3,163.75,164.7500,164.85,164.9800,-0.4000,-0.2426,1013714.0000,102.6442,426207.0000,42.0400,,,,
321,2022-11-03 18:30:00+00:00,exideind,164.8500,167.5,177.75,167.5,175.3000,175.55,174.7200,10.7000,6.0951,18321325.0000,152.3058,4384642.0000,23.9300,,,,
535,2022-11-06 18:30:00+00:00,exideind,175.5500,176.5,179.15,174.5,176.8000,176.9,176.9900,1.3500,0.7631,5805787.0000,140.2229,1931260.0000,33.2600,,,,
571,2022-11-08 18:30:00+00:00,exideind,176.9000,176.9,177.15,173.05,174.2000,174.55,174.5900,-2.3500,-1.3463,3403993.0000,114.7826,1233200.0000,36.2300,,,,
893,2022-11-09 18:30:00+00:00,exideind,174.5500,173.95,178.5,173.6,175.5000,176.15,176.1800,1.6000,0.9083,4294982.0000,124.7526,1373354.0000,31.9800,,,,
1012,2022-11-10 18:30:00+00:00,exideind,176.1500,177.5,178.85,168.75,171.4000,170.85,174.8300,-5.3000,-3.1021,8841054.0000,144.4333,1582883.0000,17.9000,,,,
1194,2022-11-13 18:30:00+00:00,exideind,170.8500,171.9,180.0,170.65,179.2000,179.3,177.4400,8.4500,4.7128,9130844.0000,144.4708,2488709.0000,27.2600,,,,
1491,2022-11-14 18:30:00+00:00,exideind,179.3000,180.4,184.95,178.05,181.8000,181.85,182.6800,2.5500,1.4023,9044124.0000,144.5580,2732721.0000,30.2200,,,,
1650,2022-11-15 18:30:00+00:00,exideind,181.8500,181.95,184.5,179.8,181.8500,182.15,182.7900,0.3000,0.1647,5716223.0000,132.4119,2629876.0000,46.0100,,,,
1761,2022-11-16 18:30:00+00:00,exideind,182.1500,182.7,187.2,182.0,186.3500,186.7,186.0000,4.5500,2.4371,9337439.0000,119.7307,3608524.0000,38.6500,,,,
1893,2022-11-17 18:30:00+00:00,exideind,186.7000,187.0,188.0,183.5,184.0000,184.25,185.3000,-2.4500,-1.3297,4832127.0000,122.7643,1966072.0000,40.6900,,,,
2136,2022-11-20 18:30:00+00:00,exideind,184.2500,184.25,184.85,181.15,182.2500,182.5,182.6300,-1.7500,-0.9589,3117750.0000,105.7797,1342579.0000,43.0600,,,,
2453,2022-11-21 18:30:00+00:00,exideind,182.5000,182.4,183.35,181.4,182.0000,181.95,182.0800,-0.5500,-0.3023,2545415.0000,99.5781,1444027.0000,56.7300,,,,
2460,2022-11-22 18:30:00+00:00,exideind,181.9500,182.15,184.15,181.25,182.0500,182.7,182.7600,0.7500,0.4105,3620927.0000,65.6607,2112187.0000,58.3300,,,,
2703,2022-11-23 18:30:00+00:00,exideind,182.7000,183.1,183.5,180.2,182.1500,181.85,181.7700,-0.8500,-0.4674,2180968.0000,91.8380,1042655.0000,47.8100,,,,
3014,2022-11-24 18:30:00+00:00,exideind,181.8500,181.8,186.65,181.7,185.5000,185.55,184.8600,3.7000,1.9941,4220729.0000,122.2620,1975015.0000,46.7900,,,,
3140,2022-11-27 18:30:00+00:00,exideind,185.5500,185.9,188.4,184.15,185.2000,185.7,186.3000,0.1500,0.0808,3076130.0000,118.6824,1209918.0000,39.3300,,,,
3338,2022-11-28 18:30:00+00:00,exideind,185.7000,185.7,187.2,184.15,185.5000,185.9,186.1100,0.2000,0.1076,2820098.0000,91.2535,1425620.0000,50.5500,,,,
3431,2022-11-29 18:30:00+00:00,exideind,185.9000,186.0,190.35,185.55,188.9000,188.85,188.6000,2.9500,1.5621,5349195.0000,112.0767,2381286.0000,44.5200,,,,
3621,2022-11-30 18:30:00+00:00,exideind,188.8500,189.15,190.15,187.1,187.6500,188.25,188.5400,-0.6000,-0.3187,3046514.0000,99.8268,1567549.0000,51.4500,0.85,0.81,1.28,0.56
3864,2022-12-01 18:30:00+00:00,exideind,188.2500,187.35,191.5,187.3,190.5000,190.6,190.4400,2.3500,1.2329,5571324.0000,123.3877,3035911.0000,54.4900,1.04,1.46,1.33,0.98
4017,2022-12-04 18:30:00+00:00,exideind,190.6000,191.15,192.45,189.05,191.2500,191.6,191.2500,1.0000,0.5219,4492358.0000,125.6709,2508832.0000,55.8500,1.07,1.27,1.31,0.89
4262,2022-12-05 18:30:00+00:00,exideind,191.6000,190.55,192.2,190.55,191.7000,191.65,191.3200,0.0500,0.0261,2496415.0000,112.9753,1612927.0000,64.6100,0.98,0.82,1.46,0.51
4471,2022-12-06 18:30:00+00:00,exideind,191.6500,191.65,192.7,189.25,190.6000,190.6,190.8700,-1.0500,-0.5509,1797948.0000,84.0241,882816.0000,49.1000,0.74,0.45,1.1,0.38
4599,2022-12-07 18:30:00+00:00,exideind,190.6000,190.05,193.65,190.05,193.0000,193.05,192.6400,2.4500,1.2691,2843937.0000,119.7800,1476463.0000,51.9200,1.05,0.76,1.13,0.6
4806,2022-12-08 18:30:00+00:00,exideind,193.0500,193.15,194.2,188.75,191.5500,191.45,191.2800,-1.6000,-0.8357,3610100.0000,110.4310,2126430.0000,58.9000,0.98,1.07,1.23,0.81
5038,2022-12-11 18:30:00+00:00,exideind,191.4500,191.5,191.75,189.0,191.0000,191.2,190.4700,-0.2500,-0.1308,2457058.0000,88.8950,1466820.0000,59.7000,0.81,0.76,1.21,0.6
0,2022-11-02 18:30:00+00:00,federalbnk,133.2000,132.35,137.9,132.1,137.1500,137.25,136.5900,4.0500,2.9508,22729155.0000,236.0343,8738569.0000,38.4500,,,,
190,2022-11-03 18:30:00+00:00,federalbnk,137.2500,137.5,138.85,135.4,136.4500,136.35,136.8400,-0.9000,-0.6601,12856806.0000,244.3702,4594899.0000,35.7400,,,,
471,2022-11-06 18:30:00+00:00,federalbnk,136.3500,137.0,139.25,136.0,136.9500,137.0,137.5800,0.6500,0.4745,15494978.0000,219.8212,6903738.0000,44.5500,,,,
660,2022-11-08 18:30:00+00:00,federalbnk,137.0000,138.0,139.0,136.85,138.0000,138.1,138.0000,1.1000,0.7965,10717725.0000,160.8157,4656766.0000,43.4500,,,,
942,2022-11-09 18:30:00+00:00,federalbnk,138.1000,137.7,139.7,136.9,138.0000,138.0,138.0200,-0.1000,-0.0725,8519582.0000,164.0811,3354516.0000,39.3700,,,,
1025,2022-11-10 18:30:00+00:00,federalbnk,138.0000,139.95,139.95,134.0,135.0500,135.05,135.9500,-2.9500,-2.1844,18402905.0000,239.6680,8948101.0000,48.6200,,,,
1161,2022-11-13 18:30:00+00:00,federalbnk,135.0500,135.4,136.4,133.4,135.8500,136.05,135.1600,1.0000,0.7350,6766232.0000,190.0413,1893121.0000,27.9800,,,,
1380,2022-11-14 18:30:00+00:00,federalbnk,136.0500,136.35,136.75,135.25,136.2000,136.1,136.1000,0.0500,0.0367,6002862.0000,172.6598,2688748.0000,44.7900,,,,
1621,2022-11-15 18:30:00+00:00,federalbnk,136.1000,135.65,136.95,131.8,133.4000,133.15,134.1800,-2.9500,-2.2155,9854701.0000,201.9075,3678604.0000,37.3300,,,,
1868,2022-11-16 18:30:00+00:00,federalbnk,133.1500,133.0,135.6,132.8,134.8500,134.95,134.5700,1.8000,1.3338,7763154.0000,206.5548,3247975.0000,41.8400,,,,
1969,2022-11-17 18:30:00+00:00,federalbnk,134.9500,135.25,135.25,132.4,132.6000,132.7,133.2100,-2.2500,-1.6956,5861896.0000,191.5026,2271889.0000,38.7600,,,,
2215,2022-11-20 18:30:00+00:00,federalbnk,132.7000,132.3,133.0,131.4,132.5000,132.4,132.2500,-0.3000,-0.2266,4197089.0000,135.7930,1161812.0000,27.6800,,,,
2361,2022-11-21 18:30:00+00:00,federalbnk,132.4000,132.9,133.2,130.2,132.0000,131.45,131.2000,-0.9500,-0.7227,6354133.0000,168.6252,2360851.0000,37.1500,,,,
2495,2022-11-22 18:30:00+00:00,federalbnk,131.4500,132.15,134.95,131.65,134.4000,134.35,133.8100,2.9000,2.1585,8020019.0000,208.9036,2525725.0000,31.4900,,,,
2782,2022-11-23 18:30:00+00:00,federalbnk,134.3500,134.95,135.25,132.9,133.6000,133.35,134.1800,-1.0000,-0.7499,7435488.0000,221.5316,2635573.0000,35.4500,,,,
2916,2022-11-24 18:30:00+00:00,federalbnk,133.3500,134.0,135.1,132.0,132.3500,132.55,133.0900,-0.8000,-0.6035,7701526.0000,209.7708,2919647.0000,37.9100,,,,
3203,2022-11-27 18:30:00+00:00,federalbnk,132.5500,133.25,134.25,132.3,133.3500,133.8,133.4100,1.2500,0.9342,7327894.0000,171.1045,3475100.0000,47.4200,,,,
3233,2022-11-28 18:30:00+00:00,federalbnk,133.8000,133.75,134.7,132.05,132.3500,132.45,133.0100,-1.3500,-1.0193,6388679.0000,252.2876,2973698.0000,46.5500,,,,
3530,2022-11-29 18:30:00+00:00,federalbnk,132.4500,132.8,133.35,131.0,132.0500,131.45,131.7200,-1.0000,-0.7607,6326371.0000,162.4855,3101408.0000,49.0200,,,,
3738,2022-11-30 18:30:00+00:00,federalbnk,131.4500,132.15,134.9,131.25,132.6000,132.7,133.0800,1.2500,0.9420,10535474.0000,179.7341,4440778.0000,42.1500,0.91,1.16,1.06,1.11
3858,2022-12-01 18:30:00+00:00,federalbnk,132.7000,132.9,133.9,132.0,133.4000,133.25,133.1000,0.5500,0.4128,6907375.0000,159.9596,3054647.0000,44.2200,0.83,0.86,1.1,0.8
3991,2022-12-04 18:30:00+00:00,federalbnk,133.2500,133.8,137.65,133.05,137.5000,137.3,136.1000,4.0500,2.9497,14401826.0000,182.4124,5622241.0000,39.0400,0.96,1.56,0.97,1.65
4205,2022-12-05 18:30:00+00:00,federalbnk,137.3000,137.85,139.2,134.4,134.7000,134.8,136.4900,-2.5000,-1.8546,18534496.0000,260.2611,7682236.0000,41.4500,1.36,2.11,1.03,2.08
4504,2022-12-06 18:30:00+00:00,federalbnk,134.8000,135.0,135.7,131.2,132.2500,132.1,133.1500,-2.7000,-2.0439,12158260.0000,214.4503,5022912.0000,41.3100,1.1,1.38,1.03,1.35
4676,2022-12-07 18:30:00+00:00,federalbnk,132.1000,132.7,136.2,132.25,135.9500,135.75,135.0200,3.6500,2.6888,16928789.0000,231.4763,9064046.0000,53.5400,1.17,2.3,1.32,1.8
4862,2022-12-08 18:30:00+00:00,federalbnk,135.7500,136.4,138.2,132.6,133.8500,133.85,135.5900,-1.9000,-1.4195,12091632.0000,248.5893,3562441.0000,29.4600,1.25,0.97,0.74,1.33
4951,2022-12-11 18:30:00+00:00,federalbnk,133.8500,133.95,134.4,132.25,134.1000,134.0,133.3300,0.1500,0.1119,5392164.0000,170.0033,1039082.0000,19.2700,0.86,0.29,0.49,0.6
90,2022-11-02 18:30:00+00:00,fsl,104.7000,104.0,104.75,102.7,103.8000,103.65,103.5300,-1.0500,-1.0130,2263409.0000,174.0682,453279.0000,20.0300,,,,
309,2022-11-03 18:30:00+00:00,fsl,103.6500,103.65,104.95,102.5,103.4000,103.05,103.2800,-0.6000,-0.5822,2174271.0000,213.0385,852789.0000,39.2200,,,,
416,2022-11-06 18:30:00+00:00,fsl,103.0500,103.4,105.3,103.25,104.2000,104.2,104.1700,1.1500,1.1036,1527655.0000,188.9026,503880.0000,32.9800,,,,
611,2022-11-08 18:30:00+00:00,fsl,104.2000,105.4,106.35,103.75,103.9500,104.05,105.1600,-0.1500,-0.1442,1955144.0000,186.0447,648047.0000,33.1500,,,,
855,2022-11-09 18:30:00+00:00,fsl,104.0500,103.75,104.2,101.25,102.7000,102.5,102.5500,-1.5500,-1.5122,1711532.0000,153.4869,544206.0000,31.8000,,,,
976,2022-11-10 18:30:00+00:00,fsl,102.5000,104.8,109.5,104.5,108.6500,108.9,107.4700,6.4000,5.8770,9266633.0000,260.2621,3394650.0000,36.6300,,,,
1293,2022-11-13 18:30:00+00:00,fsl,108.9000,109.4,112.4,108.0,110.2500,110.55,110.4000,1.6500,1.4925,5812635.0000,208.1815,1581895.0000,27.2100,,,,
1333,2022-11-14 18:30:00+00:00,fsl,110.5500,111.0,111.4,108.0,111.3500,110.5,109.5600,-0.0500,-0.0452,2347635.0000,189.7232,677105.0000,28.8400,,,,
1527,2022-11-15 18:30:00+00:00,fsl,110.5000,110.8,111.8,108.5,109.2000,109.2,109.9600,-1.3000,-1.1905,2273347.0000,158.4324,524318.0000,23.0600,,,,
1779,2022-11-16 18:30:00+00:00,fsl,109.2000,108.5,108.75,105.85,106.3000,106.25,106.9900,-2.9500,-2.7765,2430235.0000,173.8987,746348.0000,30.7100,,,,
2069,2022-11-17 18:30:00+00:00,fsl,106.2500,106.8,107.55,103.8,104.6500,104.8,105.3000,-1.4500,-1.3836,2154450.0000,160.9240,561287.0000,26.0500,,,,
2082,2022-11-20 18:30:00+00:00,fsl,104.8000,105.0,105.0,103.1,103.6500,103.95,103.7500,-0.8500,-0.8177,1293820.0000,153.4963,369724.0000,28.5800,,,,
2414,2022-11-21 18:30:00+00:00,fsl,103.9500,104.25,104.8,103.2,104.8000,104.5,104.1200,0.5500,0.5263,1068714.0000,158.9639,289377.0000,27.0800,,,,
2469,2022-11-22 18:30:00+00:00,fsl,104.5000,105.0,106.5,103.95,104.8000,104.8,104.7900,0.3000,0.2863,1511554.0000,188.6377,446710.0000,29.5500,,,,
2656,2022-11-23 18:30:00+00:00,fsl,104.8000,105.0,108.4,105.0,107.6500,107.55,106.8600,2.7500,2.5570,2960310.0000,204.4272,788489.0000,26.6400,,,,
2857,2022-11-24 18:30:00+00:00,fsl,107.5500,108.0,109.5,106.8,109.2500,109.2,108.4900,1.6500,1.5110,1909878.0000,188.4996,718763.0000,37.6300,,,,
3162,2022-11-27 18:30:00+00:00,fsl,109.2000,109.3,111.6,108.8,109.0000,109.2,110.1600,0.0000,0.0000,3664699.0000,227.8050,1594576.0000,43.5100,,,,
3326,2022-11-28 18:30:00+00:00,fsl,109.2000,109.2,110.25,108.65,109.2000,109.1,109.3400,-0.1000,-0.0917,1534356.0000,125.6639,836262.0000,54.5000,,,,
3496,2022-11-29 18:30:00+00:00,fsl,109.1000,109.0,110.25,108.1,109.5000,109.9,109.3100,0.8000,0.7279,1499918.0000,191.1454,617503.0000,41.1700,,,,
3770,2022-11-30 18:30:00+00:00,fsl,109.9000,111.1,113.65,111.1,112.1000,112.35,112.6300,2.4500,2.1807,5714772.0000,225.1328,1804279.0000,31.5700,1.21,2.01,0.97,2.08
3865,2022-12-01 18:30:00+00:00,fsl,112.3500,112.8,115.0,111.95,113.3000,113.55,113.7600,1.2000,1.0568,3077397.0000,179.3459,964562.0000,31.3400,0.96,1.04,0.95,1.1
4094,2022-12-04 18:30:00+00:00,fsl,113.5500,114.1,114.8,112.7,113.6000,113.5,113.6700,-0.0500,-0.0441,2061997.0000,175.1760,870305.0000,42.2100,0.95,0.94,1.27,0.74
4296,2022-12-05 18:30:00+00:00,fsl,113.5000,112.95,113.5,110.95,112.0000,112.15,112.0000,-1.3500,-1.2037,1557942.0000,178.2950,480140.0000,30.8200,0.97,0.52,0.93,0.56
4374,2022-12-06 18:30:00+00:00,fsl,112.1500,112.0,112.85,110.15,110.8000,110.95,111.2500,-1.2000,-1.0816,1761018.0000,156.9815,728094.0000,41.3500,0.86,0.79,1.23,0.63
4687,2022-12-07 18:30:00+00:00,fsl,110.9500,111.25,111.5,109.65,110.8000,110.85,110.6700,-0.1000,-0.0902,1209758.0000,156.5017,422968.0000,34.9600,0.85,0.46,1.04,0.44
4777,2022-12-08 18:30:00+00:00,fsl,110.8500,111.45,111.5,106.05,106.4000,106.4,107.9000,-4.4500,-4.1823,2303032.0000,155.8419,952694.0000,41.3700,0.88,1.19,1.22,0.96
4923,2022-12-11 18:30:00+00:00,fsl,106.4000,106.0,107.1,104.65,106.7000,106.8,106.2200,0.4000,0.3745,1131782.0000,129.3317,264234.0000,23.3500,0.74,0.36,0.69,0.52
